customer_id,first_name,last_name,gender,birth_date,country
1149,David,White,Female,1982-06-02,UK
1150,Daniel,Thomas,Female,1978-12-02,India
1151,Olivia,Wilson,Male,1990-04-03,USA
1152,Michael,Taylor,Male,1979-10-13,USA
1153,Mia,Walker,Male,2001-10-20,Singapore
1154,Sophia,Smith,Female,1962-03-02,France
1155,William,Wilson,Male,1987-01-20,France
1156,Isabella,King,Male,1988-10-25,India
1157,James,Wilson,Female,1976-02-10,Germany
1158,Emma,Wilson,Male,1993-07-27,Japan
1159,Olivia,Anderson,Female,1997-09-21,USA
1160,Emily,Brown,Male,2000-08-06,Australia
1161,Thomas,White,Male,1960-07-12,Germany
1162,Olivia,Thomas,Male,2000-07-17,UK
1163,Ava,Martin,Female,1998-07-03,Canada
1164,William,Hall,Female,1998-04-04,France
1165,John,Anderson,Female,1991-09-28,France
1166,Sophia,Wilson,Male,1965-01-25,Canada
1167,Harper,Lee,Female,1983-03-26,Singapore
1168,Ella,Anderson,Male,2001-06-01,UK
1169,Isabella,Hall,Female,1981-02-03,Japan
1170,Robert,Smith,Male,1981-02-14,Brazil
1171,Amelia,Lee,Female,1979-06-25,Canada
1172,Emily,Lee,Female,1981-01-21,UK
1173,Robert,Hall,Female,1969-09-07,UK
1174,William,Scott,Female,1963-01-25,Brazil
1175,David,Wright,Female,1970-07-25,Japan
1176,Daniel,Thomas,Male,1982-01-10,UK
1177,Michael,Wilson,Male,1974-11-11,Canada
1178,Emily,Hall,Male,1973-10-31,France
1179,Olivia,Jackson,Male,1977-03-05,France
1180,William,Clark,Male,1960-07-19,UK
1181,James,Wright,Male,1982-07-14,France
1182,Isabella,Smith,Female,1991-11-15,Canada
1183,Amelia,Wright,Female,1986-08-19,Australia
1184,Sophia,Scott,Male,1964-05-18,Brazil
1185,Sophia,Scott,Male,1993-04-17,France
1186,William,Wilson,Female,1999-02-24,Brazil
1187,Sophia,White,Male,1972-03-22,Brazil
1188,Michael,White,Male,1993-05-26,Germany
1189,Ella,Taylor,Female,1960-06-02,Brazil
1190,John,Anderson,Male,1964-12-17,Germany
1191,Ava,Wilson,Female,1967-06-11,Brazil
1192,Thomas,Anderson,Female,1964-05-28,Australia
1193,William,Hall,Female,1996-01-24,France
1194,Ella,Clark,Female,1970-07-15,Singapore
1195,Olivia,White,Female,1965-03-05,France
1196,Amelia,Clark,Female,1973-06-22,USA
1197,David,Martin,Female,1991-12-08,Australia
1198,Amelia,Hall,Male,1967-09-07,India
1199,Isabella,Wilson,Female,1967-02-08,UK
1200,Isabella,White,Female,1997-06-25,India
1201,Thomas,King,Female,1974-07-29,Singapore
1202,James,Jackson,Male,2002-05-19,India
1203,Sophia,King,Male,1989-07-27,France
1204,Sophia,Allen,Male,1995-04-22,Brazil
1205,Amelia,White,Male,1981-06-17,Germany
1206,Joseph,Lewis,Male,1983-01-08,India
1207,Harper,Taylor,Female,1985-12-10,Germany
1208,Sophia,Taylor,Male,1986-07-18,Japan
1209,Daniel,Lee,Male,1968-08-14,India
1210,Joseph,Thomas,Female,1960-03-10,USA
1211,James,Allen,Female,1967-12-09,USA
1212,Sophia,Hall,Female,1978-04-02,India
1213,Ella,White,Female,1967-11-21,Australia
1214,Emma,Taylor,Male,1994-12-07,Singapore
1215,Michael,Lewis,Male,1996-11-29,Canada
1216,Thomas,Brown,Female,1983-11-06,Canada
1217,Sophia,Anderson,Female,1967-06-04,Japan
1218,Matthew,Lewis,Male,1982-11-22,Germany
1219,Ella,Wilson,Female,1981-12-10,USA
1220,Daniel,White,Female,1994-05-09,Japan
1221,Thomas,Wilson,Female,1984-08-12,India
1222,Emily,Scott,Female,1995-09-24,Australia
1223,Joseph,Lewis,Female,1962-01-03,USA
1224,Ava,Taylor,Female,2000-11-18,France
1225,Daniel,Walker,Male,1994-08-29,Australia
1226,Emily,Martin,Male,2001-01-13,USA
1227,Emily,Brown,Female,1970-05-12,USA
1228,Joseph,Hall,Female,1978-04-07,Canada
1229,Emily,Brown,Female,1968-07-27,Canada
1230,Robert,Thomas,Female,1967-09-01,Brazil
1231,John,Thomas,Male,1962-02-15,Canada
1232,Ella,King,Female,1966-01-04,Germany
1233,Emma,Jackson,Female,1975-01-26,Germany
1234,Ella,Walker,Female,1999-03-18,Singapore
1235,Daniel,Lee,Male,1988-08-14,India
1236,Michael,Taylor,Female,1978-09-16,France
1237,Michael,Anderson,Male,1978-09-27,Australia
1238,Olivia,Brown,Male,1976-05-07,UK
1239,Olivia,Lee,Male,1963-07-11,Canada
1240,James,Harris,Female,1981-07-30,UK
1241,Isabella,Young,Male,1989-12-14,UK
1242,Isabella,Lee,Male,1999-03-17,Germany
1243,Olivia,Scott,Male,1985-01-05,Singapore
1244,Michael,Wright,Male,1961-01-23,USA
1245,Emma,Harris,Male,1960-12-17,Australia
1246,Isabella,Lewis,Male,1981-11-16,Japan
1247,Ava,Brown,Male,1981-05-02,Australia
1248,Joseph,King,Female,1976-03-08,Brazil
1249,Emily,Wright,Female,1986-10-28,Australia
1250,Joseph,Martin,Male,1974-07-27,UK
1251,Ava,Thomas,Male,1985-12-29,USA
1252,David,Thomas,Male,1968-07-29,UK
1253,Isabella,White,Male,1964-06-25,Germany
1254,Matthew,Harris,Male,1966-05-17,France
1255,Robert,Walker,Male,1964-12-07,Australia
1256,Isabella,Wright,Female,1981-09-17,Germany
1257,Daniel,Allen,Male,1971-04-19,USA
1258,Emma,Jackson,Male,1966-08-03,Singapore
1259,Michael,Taylor,Female,1989-07-21,UK
1260,Ava,Jackson,Male,1970-09-25,Japan
1261,Thomas,Jackson,Female,1975-04-11,Germany
1262,Ella,Hall,Male,1980-07-31,France
1263,Robert,Scott,Male,1993-10-03,France
1264,Matthew,Smith,Female,1976-12-25,Australia
1265,David,Scott,Male,1972-07-16,Canada
1266,Ava,Brown,Female,1968-01-09,India
1267,Michael,Wilson,Female,2000-07-05,Brazil
1268,William,King,Male,1998-02-27,Japan
1269,Matthew,Wright,Male,1978-02-16,Germany
1270,Isabella,Lewis,Male,1980-03-22,Germany
1271,Thomas,Wilson,Female,1977-02-04,Germany
1272,Joseph,Hall,Male,1990-05-24,Australia
1273,Michael,Martin,Female,1970-08-13,Brazil
1274,Sophia,Wright,Female,1969-06-03,India
1275,Matthew,Allen,Male,1990-12-25,Brazil
1276,Robert,Allen,Male,1989-06-12,Germany
1277,William,Jackson,Male,1990-07-26,Japan
1278,James,Smith,Male,1999-11-01,France
1279,Emily,Martin,Female,1992-10-13,France
1280,Harper,Wright,Male,1969-08-08,Singapore
1281,Harper,Young,Female,1966-02-25,Japan
1282,Emily,Lee,Female,1967-08-17,Japan
1283,Thomas,Lee,Male,1994-08-23,Germany
1284,Emma,Lee,Male,1969-04-20,Singapore
1285,David,Harris,Female,1963-01-09,Singapore
1286,Emma,Harris,Male,1977-12-11,UK
1287,Robert,Lewis,Male,1991-01-27,India
1288,Daniel,Anderson,Female,1979-08-12,France
1289,Isabella,Thomas,Male,2001-01-05,Australia
1290,Robert,Allen,Male,1989-10-31,UK
1291,William,Wright,Female,1960-06-16,USA
1292,John,Anderson,Male,1971-01-15,India
1293,Olivia,Scott,Female,1970-01-25,Japan
1294,James,Thomas,Male,1975-08-18,Germany
1295,Ella,Brown,Female,1979-08-29,Canada
1296,Matthew,Lewis,Male,1966-09-27,Germany
1297,Isabella,Smith,Female,1985-09-05,Australia
1298,Emily,King,Female,1983-10-17,Brazil
1299,William,Anderson,Female,1993-06-17,Singapore
1300,William,Jackson,Female,1991-07-17,France
1301,Daniel,Thomas,Male,1979-06-09,Brazil
1302,Daniel,White,Female,1979-11-17,Germany
1303,Ella,White,Female,1993-07-31,Japan
1304,Robert,Taylor,Female,1981-10-10,Brazil
1305,Michael,Young,Female,1970-02-07,Canada
1306,James,King,Female,1976-12-19,Canada
1307,Matthew,Taylor,Female,1989-11-22,Australia
1308,Daniel,Allen,Female,1993-07-28,Germany
1309,Joseph,Walker,Male,1973-10-09,Australia
1310,Emma,White,Female,1987-04-13,India
1311,Joseph,Clark,Female,1979-03-13,USA
1312,John,White,Female,1962-03-08,Australia
1313,Joseph,Wilson,Female,1994-07-06,UK
1314,Harper,Brown,Female,1983-03-09,USA
1315,Michael,Harris,Female,2003-05-20,UK
1316,Olivia,Taylor,Male,1990-04-05,Brazil
1317,Thomas,White,Male,1963-09-25,Australia
1318,Mia,Lee,Male,1984-12-12,Australia
1319,Ava,Walker,Female,1990-03-07,UK
1320,Harper,Scott,Female,1971-03-30,Brazil
1321,Olivia,Young,Female,1969-09-05,France
1322,Daniel,Walker,Male,1989-06-07,Germany
1323,Joseph,Scott,Male,1986-05-26,UK
1324,Amelia,White,Female,1984-11-13,Germany
1325,Michael,Allen,Male,1999-12-13,Brazil
1326,Harper,Wright,Female,1976-05-09,UK
1327,Amelia,Allen,Female,1969-06-29,Australia
1328,Michael,Thomas,Male,1977-10-20,Japan
1329,Matthew,King,Male,1983-09-24,Australia
1330,Emily,Young,Male,1988-08-21,UK
1331,Ella,Brown,Female,1970-11-28,France
1332,Mia,Lewis,Female,1985-10-26,UK
1333,Matthew,Wright,Male,1972-07-28,India
1334,Robert,Thomas,Female,1993-09-11,Japan
1335,John,Martin,Female,1991-01-11,Brazil
1336,Mia,Young,Female,1970-11-25,Japan
1337,Ella,Wright,Female,1972-05-31,USA
1338,Ava,Brown,Male,1995-12-10,Singapore
1339,Amelia,Lewis,Female,1982-08-17,France
1340,David,Allen,Female,1996-05-07,Canada
1341,Ella,Lee,Male,1995-11-14,Canada
1342,David,Martin,Female,1979-05-26,India
1343,Matthew,Scott,Male,1998-06-08,USA
1344,David,Lewis,Female,1992-11-16,Germany
1345,John,Brown,Female,1971-05-07,Brazil
1346,Ella,Taylor,Male,1989-06-12,Australia
1347,Robert,Scott,Male,1986-05-24,France
1348,Joseph,Lewis,Female,1965-12-20,Singapore
1349,Robert,Hall,Female,1975-04-11,Germany
1350,Joseph,Allen,Male,1997-01-10,Japan
1351,Robert,Young,Male,1984-07-16,India
1352,William,Hall,Male,1977-12-11,Singapore
1353,Emily,Jackson,Female,1979-11-28,Singapore
1354,David,Young,Male,1967-11-01,UK
1355,Olivia,Clark,Female,1984-04-15,India
1356,Joseph,Brown,Female,1972-09-21,USA
1357,Emma,Scott,Female,1981-02-21,UK
1358,Emma,Clark,Male,1993-03-23,Japan
1359,James,Jackson,Male,1970-10-08,Brazil
1360,Robert,Brown,Male,2000-03-26,Singapore
1361,Joseph,Clark,Female,1979-12-12,UK
1362,Thomas,Taylor,Female,1979-10-20,India
1363,Thomas,Smith,Male,1976-05-07,UK
1364,Joseph,White,Male,1963-02-14,Brazil
1365,Daniel,Hall,Female,1994-10-14,France
1366,Matthew,Wilson,Male,1988-07-20,Australia
1367,Joseph,Harris,Female,1990-06-24,Canada
1368,Harper,Scott,Female,1968-05-03,Singapore
1369,William,Martin,Male,1990-07-05,USA
1370,Michael,King,Male,1993-01-04,UK
1371,David,Lee,Male,1973-03-07,Brazil
1372,Robert,Thomas,Male,1963-03-10,Singapore
1373,Matthew,Brown,Male,1968-04-11,Japan
1374,Isabella,Hall,Female,1994-03-28,France
1375,Ella,Wilson,Male,1968-03-11,UK
1376,Thomas,Allen,Male,1966-08-18,India
1377,Emily,Clark,Male,1960-08-04,USA
1378,Robert,Young,Female,1982-06-07,India
1379,Robert,Harris,Female,1995-12-29,Singapore
1380,Ava,Wilson,Female,1987-08-13,USA
1381,John,Wilson,Male,1999-11-01,USA
1382,Ava,Walker,Female,1968-01-11,Japan
1383,Ava,Brown,Male,1967-02-03,Singapore
1384,Ava,Wilson,Male,1980-07-03,Singapore
1385,Daniel,Thomas,Male,1975-06-08,France
1386,Michael,Martin,Male,1992-11-17,Germany
1387,Robert,Wilson,Female,1995-09-21,Japan
1388,William,Smith,Female,1983-12-28,UK
1389,Emma,Wilson,Female,1964-08-22,Brazil
1390,Olivia,Jackson,Male,2003-02-20,Germany
1391,Emma,Anderson,Female,1989-12-03,UK
1392,Thomas,Wilson,Female,1976-05-18,Singapore
1393,Sophia,Hall,Female,1995-01-01,Japan
1394,Robert,White,Female,1984-02-26,USA
1395,Mia,Anderson,Female,1962-01-12,UK
1396,Harper,Lewis,Male,1993-12-08,UK
1397,David,Anderson,Male,1994-06-11,Japan
1398,David,Taylor,Male,1971-07-19,Canada
1399,Amelia,Anderson,Female,1970-01-08,Brazil
1400,Robert,Brown,Male,1967-07-07,Brazil
1401,Daniel,Hall,Female,1971-08-05,Singapore
1402,James,Martin,Male,2002-10-05,Australia
1403,Amelia,Anderson,Female,1996-12-20,Australia
1404,Sophia,Brown,Male,1983-11-03,Canada
1405,David,Wright,Male,1999-09-21,Brazil
1406,Olivia,Brown,Male,1962-06-09,Japan
1407,Robert,Hall,Female,1994-12-08,UK
1408,Michael,Lewis,Male,1969-02-02,France
1409,David,Walker,Male,1978-01-17,India
1410,Ava,Young,Female,1989-03-21,Singapore
1411,Olivia,Thomas,Female,1987-05-28,Japan
1412,Michael,Smith,Male,1968-06-13,Japan
1413,Emma,Wright,Male,1975-11-03,Germany
1414,Olivia,Lewis,Female,1993-01-14,Germany
1415,Joseph,Martin,Male,1992-10-20,Japan
1416,James,Martin,Male,1960-06-20,Singapore
1417,John,Hall,Male,1967-04-19,Japan
1418,Sophia,Wilson,Male,1978-06-14,Germany
1419,Amelia,King,Female,2003-05-31,Singapore
1420,Ella,Smith,Female,1991-03-07,India
1421,Robert,King,Female,1992-12-04,Singapore
1422,Ella,Anderson,Female,1982-04-16,France
1423,Ella,Harris,Male,1982-01-19,Australia
1424,Robert,Young,Male,1990-03-27,India
1425,Mia,King,Female,1977-04-23,UK
1426,David,Allen,Male,1961-04-14,Canada
1427,David,Young,Male,1973-09-19,Brazil
1428,Emily,Taylor,Female,1996-01-06,Japan
1429,William,White,Female,1986-02-21,Germany
1430,Emma,Lee,Female,1978-05-21,Germany
1431,Olivia,Wright,Female,1962-02-14,India
1432,Ava,Scott,Female,1961-06-30,Japan
1433,Ella,Clark,Female,1987-09-10,France
1434,Joseph,Jackson,Male,1992-07-11,UK
1435,John,Smith,Female,1980-05-26,Singapore
1436,Olivia,Scott,Male,1982-02-01,Australia
1437,Olivia,King,Female,1987-07-08,Canada
1438,Emma,Harris,Male,1972-09-15,Australia
1439,Amelia,Anderson,Female,1961-07-20,USA
1440,Isabella,White,Male,1960-02-11,Brazil
1441,Isabella,Wright,Male,2001-01-21,USA
1442,William,Young,Female,1999-04-28,Japan
1443,Joseph,Lewis,Female,1967-02-15,Australia
1444,Mia,Hall,Female,1986-02-02,France
1445,Robert,Anderson,Male,1969-11-16,Singapore
1446,Amelia,Allen,Female,2003-02-17,Germany
1447,Emma,Clark,Male,1999-12-23,UK
1448,Olivia,King,Female,1975-06-01,USA
1449,Ella,Walker,Female,1967-01-23,Germany
1450,Michael,Allen,Female,1999-10-17,USA
1451,John,Wright,Male,1987-12-07,India
1452,Emily,Scott,Male,2002-03-19,Canada
1453,Michael,Scott,Male,2002-04-16,Japan
1454,Emily,Wilson,Male,1995-07-26,USA
1455,Harper,Jackson,Male,1992-02-24,USA
1456,Mia,Brown,Female,1988-01-25,France
1457,Matthew,Clark,Female,2000-09-03,UK
1458,Joseph,Brown,Male,1962-08-01,USA
1459,Thomas,Clark,Female,1980-12-19,France
1460,Sophia,Walker,Male,1985-05-07,Brazil
1461,Ella,Wright,Male,1961-05-04,UK
1462,Isabella,Taylor,Female,1997-12-18,Japan
1463,Amelia,Wright,Male,1987-08-15,India
1464,Joseph,Clark,Female,1975-12-10,Canada
1465,Thomas,Lee,Male,2002-05-14,Germany
1466,Harper,Harris,Female,1972-09-22,USA
1467,Ava,Lewis,Female,1984-02-09,India
1468,Robert,Walker,Male,1965-01-31,USA
1469,Daniel,Taylor,Female,1972-07-26,India
1470,Robert,Allen,Male,1986-05-26,Canada
1471,Harper,Allen,Female,1971-03-14,France
1472,Olivia,Allen,Female,1964-05-31,Canada
1473,Olivia,Wright,Male,2000-11-22,Australia
1474,Ella,Jackson,Female,1976-07-22,Germany
1475,Joseph,Wilson,Female,1997-07-09,Australia
1476,Robert,Jackson,Male,1994-12-04,Singapore
1477,John,Young,Male,2001-12-05,Singapore
1478,Mia,White,Male,1998-04-25,UK
1479,Harper,Anderson,Male,1966-11-13,Australia
1480,Joseph,Young,Male,1989-03-27,Australia
1481,Ella,Lee,Male,1997-10-14,UK
1482,James,Clark,Male,1977-09-02,Singapore
1483,Joseph,Thomas,Female,1964-03-26,Brazil
1484,Sophia,Harris,Female,1996-10-02,UK
1485,Ava,Martin,Male,1984-01-20,Canada
1486,Michael,Walker,Female,1965-11-20,Japan
1487,Ella,Clark,Male,1975-08-15,India
1488,Isabella,Wright,Female,1996-07-19,Singapore
1489,Olivia,Jackson,Female,2000-11-06,UK
1490,Matthew,Lewis,Male,1992-08-09,Singapore
1491,Emma,Allen,Female,1993-12-22,France
1492,Joseph,Taylor,Female,1990-01-23,Germany
1493,John,Lewis,Female,1995-05-22,France
1494,Amelia,Wilson,Male,1977-08-04,Singapore
1495,Amelia,Harris,Female,1975-08-19,Japan
1496,Joseph,Walker,Female,1979-03-30,USA
1497,Emily,Wilson,Male,1977-12-29,Japan
1498,Harper,Hall,Female,1976-04-18,Singapore
1499,Michael,Wilson,Male,1977-03-19,Singapore
1500,Matthew,Allen,Male,1991-06-30,Singapore
1501,Emma,Hall,Male,1971-09-28,France
1502,John,Smith,Female,1983-11-24,Brazil
1503,Daniel,Clark,Male,1968-12-21,Brazil
1504,Olivia,Lewis,Female,1996-11-28,Australia
1505,David,Jackson,Female,1980-05-24,UK
1506,Isabella,Walker,Male,1965-09-25,Australia
1507,Olivia,Thomas,Male,1968-12-27,Germany
1508,Michael,King,Female,1967-07-10,India
1509,Ella,White,Female,1973-10-19,India
1510,Emily,King,Female,1993-01-21,UK
1511,Sophia,Young,Female,2000-11-29,Germany
1512,David,Brown,Male,1964-04-09,Japan
1513,Emma,Anderson,Female,1993-10-22,Germany
1514,Ava,King,Male,1997-10-01,Singapore
1515,Joseph,Taylor,Female,2001-04-09,Brazil
1516,James,Thomas,Male,2000-04-23,Australia
1517,Robert,Allen,Male,1962-10-14,France
1518,Michael,Walker,Male,1978-03-11,Brazil
1519,John,King,Male,1988-02-11,France
1520,Amelia,Clark,Female,1980-07-11,Canada
1521,Daniel,Smith,Female,1986-08-22,Germany
1522,Ella,Young,Female,1990-08-30,Germany
1523,James,King,Female,1978-11-08,USA
1524,Emily,Anderson,Female,2000-03-27,Germany
1525,Matthew,Clark,Male,1996-08-25,Germany
1526,Matthew,Lee,Male,1967-03-24,Canada
1527,Ella,White,Male,1983-10-02,Australia
1528,Olivia,Taylor,Male,1966-08-19,France
1529,Ella,Wilson,Male,1994-05-13,Brazil
1530,James,Scott,Male,1997-10-07,Brazil
1531,Olivia,Anderson,Female,1985-02-07,Australia
1532,Emily,Taylor,Female,2003-07-06,Brazil
1533,Isabella,Scott,Female,1977-11-16,Germany
1534,Harper,Clark,Male,1987-07-26,India
1535,Emma,Scott,Female,1992-01-02,Australia
1536,David,Scott,Male,1965-11-26,Canada
1537,Mia,Allen,Male,1992-12-12,Singapore
1538,Michael,Lewis,Male,1996-07-24,Canada
1539,James,Smith,Female,1970-09-23,Canada
1540,Emma,Hall,Male,1977-11-02,India
1541,Joseph,Brown,Male,1966-03-07,UK
1542,Michael,Wright,Male,1968-03-04,Singapore
1543,Olivia,Taylor,Male,1979-06-13,Japan
1544,Emma,Lee,Male,1980-04-05,Germany
1545,Harper,Taylor,Male,1991-10-16,Canada
1546,Daniel,Smith,Male,1992-09-15,Brazil
1547,Thomas,Wright,Female,1964-12-09,Australia
1548,Michael,Jackson,Female,2003-01-15,Canada
1549,Daniel,Thomas,Male,1976-04-25,India
1550,Olivia,Lewis,Male,1994-07-09,Brazil
1551,William,Clark,Female,1997-07-24,France
1552,Joseph,Walker,Female,1972-04-01,UK
1553,Matthew,Brown,Female,1961-08-06,UK
1554,Ella,Clark,Female,1965-02-22,Australia
1555,Ella,Walker,Male,1997-06-08,Brazil
1556,Matthew,Wilson,Female,1983-05-08,India
1557,Sophia,Harris,Female,1986-06-25,France
1558,William,Brown,Male,1998-08-26,India
1559,John,Smith,Male,1965-12-04,Singapore
1560,James,Hall,Male,1971-03-13,Singapore
1561,Amelia,Anderson,Male,1990-02-17,USA
1562,Sophia,Wright,Male,2001-01-30,Brazil
1563,David,Jackson,Male,1975-12-13,Brazil
